,company,car,tream,kilometer,year,price
12713,toyota,rav4,4wd,96000,2016,1850000000
12714,peugeot,207,automatic-panorama,0,1400,-1
12715,mercedes,benz,e-class-e250,70000,2014,-1
12716,peugeot,pars,mt,198000,1389,125000000
12717,peugeot,206,ir-type5,0,1399,299500000
12718,kia,cadenza,,168000,2011,1120000000
12719,hyundai,santafe,ix45-2400cc,90000,2015,-1
12720,dena,,,0,1400,-1
12721,peugeot,206,ir-type2,161000,1386,-1
12722,mercedes,benz,e-class-e250,114000,2014,-1
12723,nissan,maxima,ir-at,150000,1390,700000000
12724,samand,soren,elx,66000,1395,-1
12725,haima,s7,1.8l-turbo-plus,0,1400,823000000
12726,proton,gen2,,250000,2007,120000000
12727,jac,s3,at,0,1400,-1
12728,nissan,sunny,,9000,2018,450000000
12729,volkswagen,tiguan,,6200,2018,2770000000
12730,hyundai,azera,6cylinder,180000,2012,-1
12731,bmw,5,series-sedan-528i,62000,2015,2650000000
12732,jac,s5,at-2000,0,1400,-1
12733,pride,111,se,88500,1395,117000000
12734,lexus,nx,200t-f-sport,50000,2016,-1
12735,tiba,hatchback,ex,0,1400,-1
12736,hyundai,tucson,ix35-2.4l,0,2015,-1
12737,peugeot,207,at,0,1400,-1
12738,peugeot,207,automatic-panorama,0,1400,-1
12739,peugeot,207,manual-panorama,0,1400,-1
12740,hyundai,genesis,coupe,143000,2010,825000000
12741,bmw,6,series-coupe-630i,48000,2005,-1
12742,hyundai,tucson,ix35-2.7l,200000,2010,-1
12743,tiba,sedan,sx,92000,1397,-1
12744,besturn,b30,at,0,1399,-1
12745,pride,111,se,4800,1399,151000000
12746,peugeot,207,mt,0,1400,-1
12747,peugeot,206,ir-type2,0,1400,-1
12748,volvo,xc90,inscription,57000,2017,-1
12749,quick,manual,r,0,1400,-1
12750,hyundai,sonata,hybrid-gls,35000,2018,-1
12751,quick,manual,,0,1400,-1
12752,peugeot,2008,,5000,1397,920000000
12753,lexus,es,350,115000,2008,-1
12754,peugeot,pars,mt,0,1400,-1
12755,peugeot,206sd,v8,0,1398,280000000
12756,dena,plus,turbo,0,1400,443000000
12757,quick,at,full-plus,0,1398,213000000
12758,renault,duster,se-4wd,115000,2016,-1
12759,mvm,315,hatchback-sport-luxury,82000,1395,-1
12760,bmw,3,series-sedan-320i,180000,2009,-1
12761,hyundai,santafe,ix45-2400cc,59000,2017,-1
12762,bmw,z4,20,30000,2015,-1
12763,pride,131,se,20000,1398,115000000
12764,hyundai,sonata,4cyl-automatic,65000,2017,1550000000
12765,chery,tiggo5,ie,0,1400,-1
12766,mercedes,benz,c-class-c200,170000,2008,-1
12767,hyundai,tucson,ix35-2.0l-2wd,30000,2016,-1
12768,peugeot,207,automatic-panorama,0,1400,-1
12769,jac,s5,at-2000,0,1399,-1
12770,dena,plus,basic-manual,0,1400,-1
12771,samand,lx,basic,0,1400,-1
12772,toyota,corolla,xli,210000,2011,-1
12773,mercedes,benz,c-class-c200,90000,2014,-1
12774,peugeot,207,at,0,1400,429500000
12775,mazda,3,sedan-2.0l-type4,53000,1396,830000000
12776,changan,cs35,ir,45000,1395,385000000
12777,kmc,k7,,0,1400,1250000000
12778,geely,gc6,elite,22000,1397,-1
12779,peugeot,206sd,v8,23000,1399,273000000
12780,peugeot,206sd,v8,59700,1395,209000000
12781,hyundai,santafe,ix45-2400cc,130000,2015,1300000000
12782,hyundai,santafe,ix45-2400cc,43000,2016,-1
12783,dena,plus,turbo-automatic,0,1400,458000000
12784,samand,lx,basic,35000,1398,195000000
12785,samand,lx,basic,20000,1399,-1
12786,kia,cerato,2000,70000,2016,550000000
12787,peugeot,206sd,v8,157800,1393,189000000
12788,samand,soren,elx,50000,1397,225000000
12789,renault,sandero,at,88000,1396,380000000
12790,nissan,x,trail,7000,2018,-1
12791,peugeot,206,ir-type3,199000,1384,108000000
12792,peugeot,rdi,,243000,1384,48100000
12793,porsche,cayenne,s,59500,2013,-1
12794,mitsubishi,galant,4cylinder,184000,1993,285000000
12795,renault,duster,se-4wd,83000,2017,730000000
12796,mazda,3,sedan-2.0l-type4,51000,1397,920000000
12797,ssang,yong,tivoli-armour,34000,2018,-1
12798,peugeot,207,at,0,1400,426000000
12799,tiba,hatchback,ex,130000,1396,125000000
12800,peugeot,206,ir-type5,97000,1396,-1
12801,lexus,es,350,280000,2008,970000000
12802,lexus,nx,hybrid-300h,45000,2017,2700000000
12803,hyundai,santafe,ix45-2400cc,120000,2015,1420000000
12804,quick,manual,,0,1400,178000000
12805,peugeot,pars,mt,4000,1400,278000000
12806,brilliance,cross,C3-1500cc,77000,1397,-1
12807,peugeot,206,ir-type2,38000,1398,207000000
12808,mvm,x22,at-sport-excellent,10000,1398,430000000
12809,bmw,5,series-sedan-528i,70000,2013,-1
12810,volkswagen,tiguan,,20000,2018,-1
12811,ssang,yong,tivoli-armour,0,2018,940000000
12812,hyundai,santafe,ix45-2400cc,3500,2017,-1
12813,peugeot,206,ir-type2,33700,1397,199000000
12814,lexus,nx,hybrid-300h-f-sport,16500,2017,3400000000
12815,dena,plus,turbo-automatic,13000,1399,425000000
12816,mercedes,benz,cls-class-cls500,30000,2013,-1
12817,hyundai,azera,4cylinder,0,2018,-1
12818,samand,lx,ef7-cng,230000,1394,160000000
12819,tiba,sedan,sx,0,1400,-1
12820,mvm,x33,at,130000,1395,-1
12821,nissan,patrol,2door-ir,0,1375,195000000
12822,renault,sandero,stepway-at,23000,1397,405000000
12823,besturn,b30,at,5400,1399,-1
12824,dongfeng,dignity,,0,1400,1110000000
12825,peugeot,207,mt,0,1400,-1
12826,toyota,landcruiser,4door-v6-4000cc,148000,2010,-1
12827,hyundai,accent,ir,1700,1397,-1
12828,kia,cerato,2000,22000,2018,-1
12829,jac,s5,at-2000,0,1400,735000000
12830,bmw,3,series-gt-328i,60000,2015,-1
12831,mitsubishi,outlander,type5,83000,2018,1790000000
12832,bmw,x4,28,70000,2016,-1
12833,lexus,nx,200t-f-sport,45000,2017,3750000000
12834,hyundai,santafe,ix45-2400cc,21000,2017,1850000000
12835,peugeot,pars,lx,45870,1397,240000000
12836,toyota,camry,glx,170000,2007,760000000
12837,kia,cerato,ir-2000-optional,50000,1397,795000000
12838,peugeot,207,at,125000,1396,305000000
12839,pride,111,se,112000,1394,105000000
12840,pride,111,se,70000,1396,-1
12841,peugeot,206,ir-type2,0,1387,115000000
12842,pick,up,rich,4000,1398,650000000
12843,hyundai,elantra,2.0l,0,2018,1500000000
12844,peugeot,2008,,14000,1397,820000000
12845,peugeot,206,ir-type2,150000,1394,155000000
12846,hyundai,tucson,ix35-2.4l,150000,2015,1060000000
12847,peugeot,207,mt,20000,1399,300000000
12848,citroen,c3,ir,14000,1398,-1
12849,honda,accord,exb,250000,2013,960000000
12850,lexus,nx,hybrid-300h,23600,2016,-1
12851,mercedes,benz,e-class-e250,9000,2016,-1
12852,peugeot,pars,lx,0,1400,-1
12853,lotus,elise,220-cup,1500,2016,-1
12854,hyundai,santafe,ix45-2400cc,0,2015,1400000000
12855,nissan,juke,sport,33000,2017,-1
12856,volkswagen,beetle,,64000,2013,-1
12857,renault,koleos,,37000,2018,1930000000
12858,renault,duster,pe-fwd,85000,2016,-1
12859,jac,s5,at-2000,10000,1397,-1
12860,toyota,prado,4doors-6cylinderonroad,160000,2012,-1
12861,peugeot,206,ir-type2,108000,1384,-1
12862,volkswagen,beetle,convertible,48000,2013,-1
12863,kmc,k7,,0,1400,-1
12864,pick,up,rich,0,1398,-1
12865,bmw,5,series-sedan-530i,91000,2006,-1
12866,nissan,juke,sport,0,2017,-1
12867,nissan,x,trail,13000,2017,-1
12868,toyota,landcruiser,4door-v6-4000cc,104000,2012,4200000000
12869,ssang,yong,tivoli-elite,65000,2017,-1
12870,toyota,camry,hybrid-xle,0,2015,-1
12871,peugeot,206,ir-type5,27000,1398,-1
12872,mvm,x22,mt-luxury,80000,1397,-1
12873,peugeot,206,ir-type2,143000,1389,120000000
12874,peugeot,206,ir-type5,40000,1397,-1
12875,hyundai,santafe,ix45-2400cc,76000,2016,-1
12876,peugeot,207,automatic-panorama,0,1400,-1
12877,hyundai,tucson,ix35-2.0l-4wd,100000,2017,1440000000
12878,toyota,camry,hybrid-xle,139000,2015,1650000000
12879,haima,s7,1.8l-turbo-plus,0,1400,-1
12880,mercedes,benz,e-class-e200,0,2017,-1
12881,kia,cerato,ir-2000-optional,84000,1397,740000000
12882,pride,151,se,0,1400,-1
12883,renault,talisman,e3,85000,2017,1360000000
12884,quick,manual,r,0,1400,-1
12885,peugeot,206sd,v8,0,1399,-1
12886,mini,countryman,s,8000,2018,3500000000
12887,kia,sorento,gtline,58000,2016,1925000000
12888,tiba,sedan,sx,0,1400,-1
12889,mazda,3,sedan-2.0l-type4,90000,1396,840000000
12890,mercedes,benz,cls-class-cls500,130000,2012,-1
12891,jac,s3,at,0,1400,-1
12892,samand,lx,ef7-cng,270000,1396,190000000
12893,saina,manual,plus,0,1400,-1
12894,jac,j5,at,150000,1394,260000000
12895,quick,at,full-plus,0,1400,-1
12896,tiba,hatchback,plus,0,1400,-1
12897,jac,j5,at,87000,1395,298000000
12898,hyundai,veracruz,ix55,125000,2013,1650000000
12899,peugeot,207,mt,0,1400,-1
12900,quick,manual,,0,1400,-1
12901,pride,sedan,,250000,1382,42500000
12902,hyundai,sonata,hybrid-gls-plus,52000,2018,1725000000
12903,jac,s5,at-2000,0,1400,-1
12904,mercedes,benz,e-class-e250,55000,2016,3950000000
12905,hyundai,i30,,110000,2011,450000000
12906,renault,duster,se-4wd,45000,2017,810000000
12907,peugeot,2008,,0,1398,925000000
12908,hyundai,elantra,2.0l,5000,2018,-1
12909,mazda,3,sedan-2.0l-type3,105000,1391,630000000
12910,mercedes,benz,c-class-c200,140000,2013,1390000000
12911,hyundai,sonata,hybrid-gls,18000,2017,-1
12912,bmw,5,series-sedan-528i,60000,2015,2600000000
12913,volkswagen,passat,,60000,2018,-1
12914,hyundai,sonata,hybrid-gls-plus,1300,2017,-1
12915,bmw,x1,18,80000,2015,-1
12916,hyundai,tucson,ix35-2.0l-4wd,17000,2017,-1
12917,mercedes,benz,e-class-e200,5000,2018,-1
12918,swm,g01f,,0,1400,-1
12919,hyundai,santafe,ix45-2400cc,13000,2016,-1
12920,mercedes,benz,e-class-convertible-e350,120000,2012,-1
12921,toyota,c,hr-hybrid,78000,2017,1600000000
12922,nissan,patrol,2door-ir,0,1367,120000000
12923,hyundai,santafe,ix45-2400cc,7000,2017,-1
12924,peugeot,206sd,v8,150000,1393,170000000
12925,hyundai,santafe,ix45-2400cc,0,2017,-1
12926,quick,manual,r,3300,1399,167000000
12927,kia,cerato,2000,75000,2017,645000000
12928,renault,sandero,stepway-mt,40000,1397,-1
12929,hyundai,sonata,hybrid-gls-plus,50000,2017,1440000000
12930,renault,sandero,stepway-at,44000,1397,-1
12931,hyundai,i20,ir,19000,1396,680000000
12932,jac,s3,at,100000,1399,-1
12933,brilliance,h330,at-1.65,0,1400,-1
12934,bmw,i,series-i8,0,2016,-1
12935,renault,sandero,at,0,1398,-1
12936,tiba,hatchback,ex,0,1400,-1
12937,chery,tiggo5,ie,0,1397,-1
12938,mercedes,benz,e-class-ir-e200,290000,1389,-1
12939,renault,sandero,stepway-at,0,1398,-1
12940,borgward,bx5,ultimate,0,2018,-1
12941,ssang,yong,rexton-ir-g4,0,1400,-1
12942,luxgen,u6,,0,1400,-1
12943,jac,s5,at-2000,10000,1398,670000000
12944,amico,asna,4door,0,1400,-1
12945,kia,cerato,ir-2000-optional,80000,1396,-1
12946,peugeot,207,mt,8700,1400,320000000
12947,jmc,s350,,0,1399,-1
12948,haima,s7,1.8l-turbo,800000,1397,680000000
12949,dena,,,0,1400,330000000
12950,mercedes,benz,ml-class-ml350,85000,2014,-1
12951,uaz,pickup,mt,0,1400,850000000
12952,hyundai,santafe,ix45-2400cc,90000,2015,1450000000
12953,renault,talisman,e3,57000,2017,1400000000
12954,peugeot,206,ir-type2,26000,1398,212000000
12955,lexus,nx,hybrid-300h-f-sport,50000,2016,-1
12956,kia,cerato,ir-2000-optional,85000,1397,760000000
12957,kia,sorento,basic,63000,2016,1820000000
12958,kmc,t8,,0,1400,-1
12959,suzuki,grand,vitara-ir-at-2.4,19000,1396,1050000000
12960,bmw,x3,28,200000,2014,-1
12961,lexus,nx,hybrid-300h,70000,2017,-1
12962,volvo,xc90,inscription,140000,2016,-1
12963,peugeot,207,at,70000,1396,305000000
12964,bmw,3,series-sedan-325i,125000,2010,940000000
12965,peugeot,2008,,40000,1397,820000000
12966,dena,plus,turbo-automatic,0,1400,460000000
12967,alfa,romeo,mito,52000,2014,650000000
12968,peugeot,206sd,v8,0,1394,183000000
12969,hyundai,sonata,hybrid-gl,0,2018,-1
12970,mini,countryman,s,24000,2018,3500000000
12971,mvm,x33s,at-sport,9000,1399,-1
12972,suzuki,grand,vitara-ir-at-2.4,85000,1395,810000000
12973,mazda,3,sedan-2.0l-type3,138000,1389,555000000
12974,peugeot,207,mt,78000,1396,266000000
12975,toyota,yaris,,0,2016,970000000
12976,quick,manual,,0,1400,173500000
12977,kia,sportage,gt-line,0,2017,-1
12978,toyota,landcruiser,4door-v6-4000cc,104000,2012,4250000000
12979,mercedes,benz,e-class-e200,35000,2013,-1
12980,ssang,yong,tivoli-ir-fighter,0,1400,-1
12981,runna,lx,,23000,1398,-1
12982,peugeot,206,ir-type4,285000,1382,-1
12983,renault,duster,se-4wd,69000,2018,-1
12984,mazda,3,sedan-2.0l-type4,16000,1398,1065000000
12985,bmw,7,series-730li,5000,2017,-1
12986,nissan,maxima,ir-at,224000,1388,610000000
12987,toyota,prado,2doors-4cylinder,100000,2012,-1
12988,peugeot,pars,cng,0,1400,-1
12989,samand,lx,basic,100000,1396,165000000
12990,rigan,coupa,royal,0,1399,1050000000
12991,dena,plus,turbo-automatic,0,1400,470000000
12992,mazda,3,sedan-2.0l-type4,62000,1396,780000000
12993,lexus,nx,200t-f-sport,39000,2016,-1
12994,peugeot,206,ir-type2,8500,1398,-1
12995,samand,se,,0,1391,128000000
12996,bmw,1,series-120i,44000,2018,1710000000
12997,renault,talisman,e3,80000,2017,-1
12998,lexus,nx,hybrid-300h-f-sport,50000,2016,3270000000
12999,bmw,x3,28,0,2014,1980000000
13000,nissan,maxima,ir-at,35000,1390,1200000000
13001,bmw,6,series-grancoupe-640i,60000,2013,5300000000
13002,renault,captur,,47500,2017,730000000
13003,ssang,yong,tivoli-elite,80000,2016,-1
13004,bmw,x3,28,76000,2015,2480000000
13005,samand,lx,basic,3200,1399,227000000
13006,peugeot,206,ir-type2,100000,1386,-1
13007,peugeot,206,ir-type4,395000,1381,88000000
13008,bmw,3,series-sedan-330i,16000,2018,-1
13009,kia,cerato,ir-2000-optional,5000,1398,900000000
13010,bmw,4,series-convertible-428i,133000,2016,2950000000
13011,bmw,5,series-sedan-530i,23000,2017,-1
13012,haima,s7,1.8l-turbo,0,1397,670000000
13013,dena,plus,turbo-automatic,0,1400,460000000
13014,peugeot,206sd,v8,0,1399,280000000
13015,shahin,g,,0,1400,-1
13016,mazda,3,sedan-2.0l-type4,80000,1397,900000000
13017,mercedes,benz,c-class-c200,0,2014,2080000000
13018,rigan,coupa,royal,50000,1397,687000000
13019,bmw,3,series-sedan-330i,7000,2018,-1
13020,bmw,7,series-730li,140000,2006,1400000000
13021,bmw,5,series-sedan-528i,88000,2014,-1
13022,bmw,x4,28,49000,2017,-1
13023,bmw,7,series-730li,1000,2017,-1
13024,lexus,ct,200h,72000,2015,-1
13025,dongfeng,h30,cross,47000,1396,277000000
13026,hyundai,sonata,4cyl-automatic,97000,2014,930000000
13027,mitsubishi,asx,type4,36000,2018,1345000000
13028,hyundai,santafe,ix45-2400cc,116000,2015,1380000000
13029,pride,131,se,16000,1399,133000000
13030,mercedes,benz,s-class-s350,110000,2008,2550000000
13031,mercedes,benz,c-class-c200,130000,2012,1500000000
13032,changan,cs35,ir,74000,1396,-1
13033,peugeot,206sd,v20,131000,1390,145000000
13034,kia,sorento,gtline,70000,2017,2000000000
13035,volkswagen,tiguan,,57000,2018,2350000000
13036,pride,131,se,0,1398,-1
13037,lexus,nx,hybrid-300h-f-sport,40000,2017,-1
13038,pick,up,cara-4door,0,1400,-1
13039,kia,sorento,basic,60000,2016,1600000000
13040,chery,arrizo5,at-excellent,52000,1396,418000000
13041,mg,350,,145000,2013,300000000
13042,hyundai,elantra,2.0l,4000,2018,-1
13043,toyota,landcruiser,4door-v6-4000cc,188000,2010,-1
13044,quick,manual,,10500,1399,165000000
13045,hyundai,accent,ir,0,1397,845000000
13046,jac,j4,,26000,1398,335000000
13047,pick,up,cara-4door,0,1400,-1
13048,renault,megan,ir-2000,187000,1390,-1
13049,lexus,nx,hybrid-300h,35000,2017,-1
13050,kia,cerato,ir-2000-optional,90000,1396,710000000
13051,pride,151,se,0,1399,-1
13052,peugeot,206,ir-type2,0,1400,-1
13053,shahin,g,,0,1400,-1
13054,pride,131,se,0,1399,-1
13055,quick,manual,r,0,1400,-1
13056,peugeot,pars,mt,6000,1399,242000000
13057,toyota,hilux,high-mt,230000,2008,-1
13058,saina,ex,mt,0,1400,-1
13059,changan,cs35,ir,0,1396,390000000
13060,mazda,3,sedan-2.0l-type3,112000,1390,-1
13061,hyundai,verna,at,71000,1389,-1
13062,peugeot,206,ir-type5,85000,1395,198000000
13063,peugeot,207,at,0,1400,-1
13064,tiba,hatchback,ex,0,1400,158000000
13065,kia,optima,gtline,70000,2017,1495000000
13066,lexus,nx,200t-f-sport,32000,2016,2800000000
13067,renault,pars,tondar,15000,1397,315000000
13068,mg,6,gt,183000,2015,-1
13069,brilliance,h220,mt,0,1399,-1
13070,dena,,,0,1400,-1
13071,lexus,nx,hybrid-300h-f-sport,32000,2016,-1
13072,lexus,nx,hybrid-300h-f-sport,40000,2017,3600000000
13073,mercedes,benz,e-class-convertible-e350,39000,2013,-1
13074,peugeot,206sd,v8,0,1398,285000000
13075,jac,s5,at-2000,0,1398,696000000
13076,peugeot,207,at,74000,1397,330000000
13077,nissan,pickup,ir-2cab,118000,1390,-1
13078,pride,131,se,64500,1397,115000000
13079,renault,talisman,e3,67000,2017,1380000000
13080,peugeot,405,glx,400000,1380,-1
13081,mvm,110,3cylinder,45000,1388,69000000
13082,hyundai,santafe,ix45-2400cc,24000,2017,-1
13083,ssang,yong,rexton-ir-g4,0,1399,-1
13084,pride,sedan,,219000,1385,58000000
13085,mvm,x55,excellent-sport,0,1400,855000000
13086,runna,lx,,46000,1394,-1
13087,mercedes,benz,cls-class-cls350,128000,2009,1750000000
13088,bmw,3,series-sedan-328i,117000,2014,-1
13089,quick,manual,r,0,1400,175000000
13090,mitsubishi,outlander,type5,15000,2018,-1
13091,peugeot,207,at,0,1400,-1
13092,chery,tiggo5,at-excellent,60000,1396,-1
13093,hyundai,azera,4cylinder,0,2018,-1
13094,toyota,landcruiser,4door-v6-4000cc,87000,2013,5800000000
13095,pride,131,se,123000,1395,105000000
13096,brilliance,h330,at,80000,1397,-1
13097,mvm,x33s,at-sport,0,1400,599000000
13098,peugeot,pars,mt,0,1400,275000000
13099,dena,,,62000,1397,260000000
13100,hyundai,azera,4cylinder,0,2018,-1
13101,hyundai,sonata,4cyl-automatic,135000,2014,-1
13102,haima,s7,1.8l-turbo,0,1400,785000000
13103,pride,151,se,0,1400,153000000
13104,kia,opirus,,130000,2009,830000000
13105,quick,manual,r,0,1400,174000000
13106,hyundai,i10,ir,75000,1396,-1
13107,peugeot,207,at,0,1400,-1
13108,hyundai,veloster,,47000,2014,-1
13109,lexus,nx,hybrid-300h-f-sport,35000,2016,-1
13110,toyota,c,hr-hybrid,33000,2018,-1
13111,lexus,nx,hybrid-300h,20000,2017,-1
13112,kia,optima,basic,195000,2014,-1
13113,porsche,panamera,v6,75000,2012,-1
13114,hyundai,santafe,ix45-3500cc,0,2015,1150000000
13115,quick,manual,,0,1400,-1
13116,renault,talisman,e3,54000,2017,-1
13117,peugeot,206,ir-type2,0,1399,240000000
13118,peugeot,206,ir-type2,0,1400,-1
13119,peugeot,207,manual-panorama,0,1400,-1
13120,toyota,camry,se,168000,2007,680000000
13121,peugeot,206,ir-type5,25000,1399,285000000
13122,peugeot,207,automatic-panorama,0,1400,450000000
13123,peugeot,206,ir-type5,26000,1396,235000000
13124,quick,manual,r,0,1400,-1
13125,dena,plus,turbo-automatic,0,1399,441000000
13126,hyundai,accent,blue,0,2017,-1
13127,lexus,nx,200t-f-sport,70000,2016,-1
13128,quick,manual,r,0,1399,165000000
13129,peugeot,2008,,27000,1398,835000000
13130,bmw,5,series-sedan-525i,157000,2005,-1
13131,jac,s5,at-2000,0,1399,-1
13132,peugeot,206,ir-type2,24000,1399,225000000
13133,peugeot,206,ir-type5,161000,1394,180000000
13134,quick,manual,r,0,1398,-1
13135,peugeot,pars,mt,83000,1395,197000000
13136,peugeot,206,ir-type2,0,1400,255000000
13137,shahin,g,,0,1400,-1
13138,nissan,zamyad,pickup-cng,0,1400,285000000
13139,renault,fluence,e4,68000,2017,699000000
13140,saina,ex,mt,0,1400,-1
13141,kia,cerato,2000,110000,2015,850000000
13142,brilliance,h330,at-1.65,0,1400,-1
13143,pick,up,cara-2door,7000,1400,270000000
13144,peugeot,405,slx,0,1400,-1
13145,kia,cerato,ir-2000-basic,8800,1396,670000000
13146,nissan,roniz,,200000,1386,560000000
13147,mazda,3,sedan-2.0l-type4,0,1398,1198000000
13148,peugeot,207,mt,13300,1399,315000000
13149,peugeot,207,manual-panorama,0,1400,350000000
13150,toyota,corolla,gli,25000,2015,1050000000
13151,brilliance,h320,at-1.65,0,1400,455000000
13152,geely,emgrand7,mt,130000,2013,220000000
13153,toyota,prius,b,32000,2016,940000000
13154,renault,tondar90,e1,170000,1387,160000000
13155,renault,symbol,le,0,2016,470000000
13156,peugeot,206,ir-type2,89000,1396,183000000
13157,peugeot,405,glx,0,1399,-1
13158,toyota,fj,cruiser,130000,2011,1980000000
13159,nissan,juke,sport,48000,2017,-1
13160,jac,s5,at-2000,0,1400,-1
13161,peugeot,pars,mt,115000,1392,140000000
13162,bmw,x4,28,0,2017,5900000000
13163,peugeot,206,ir-type2,75000,1395,172000000
13164,peugeot,206,ir-type2,34000,1399,218000000
13165,mazda,2,ir,164000,1392,368000000
13166,jac,s3,at,30000,1398,464000000
13167,fidelity,prime,5seater,0,1400,989000000
13168,dena,plus,turbo-automatic,0,1399,445000000
13169,dongfeng,dignity,,0,1400,1170000000
13170,dongfeng,dignity,,0,1400,1110000000
13171,renault,duster,se-4wd,36300,2017,815000000
13172,ssang,yong,tivoli-armour,0,2018,-1
13173,bmw,1,series-coupe-125i,52000,2009,1150000000
13174,bmw,5,series-sedan-528i,50000,2016,3200000000
